Unique Form ID (MOJ DIGITAL),Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Word Count,Approximate number of pages,Count of references,Number of times that this form is referenced within other forms,Signature,Payment,Attachment,Statement of Truth
577,IAFT-2,Appeal to the First-Tier Tribunal (Immigration and Asylum Chamber) against a decision of an Entry Clearance Officer,HMCTS,Form,English,10/2016,iaft-2-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,702,617,t495,2407,8,1,0,1,0,Yes,0
1320,IAFT-2 Guide,A guide to completing IAFT-2 appeal form,HMCTS,Guidance,English,09/2015,iaft-2-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,216,181,none detected,N/A,#VALUE!,0,0,1,0,Yes,0
578,IAFT-3,Appeal to the First-Tier Tribunal (Immigration and Asylum Chamber) against your Home Office (Asylum/Immigration) decision,HMCTS,Form,English,10/2016,iaft-3-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,438,395,t495,2879,9,1,0,1,0,Yes,0
1321,IAFT-3 Guide,A guide to completing IAFT-3 appeal form,HMCTS,Guidance,English,09/2015,iaft-3-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,104,96,none detected,N/A,#VALUE!,0,0,1,0,No,0
1322,IAFT-4,First-Tier Tribunal application for permission to appeal to Upper Tribunal,HMCTS,Form,English,10/2015,iaft-4-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,2317,2141,none detected,678,3,0,0,1,0,Yes,0
1323,IAFT-4 Guide,A guide to completing IAFT-4 application form,HMCTS,Guidance,English,09/2015,iaft-4-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,405,379,none detected,N/A,#VALUE!,0,0,0,0,Yes,0
579,IAFT-5,Appeal to the First-Tier Tribunal (Immigration and Asylum Chamber) - Complete this form if you are appealing from inside the United Kingdom and you have the right to do so,HMCTS,Form,English,11/2016,iaft-5-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,8978,7964,t495,3026,10,1,0,1,0,Yes,0
580,IAFT-5 Guide,A guide to completing IAFT-5 appeal form - Information on fee payment. Notice of appeal to the First-tier Tribunal (Immigration and Asylum Chamber) in country,HMCTS,Guidance,English,12/2016,iaft-5-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,2215,1818,t495,N/A,#VALUE!,1,0,1,0,No,0
1324,IAFT-5(DIA),Appeal to the First-Tier Tribunal - Information sheet,HMCTS,Form,English,12/2016,iaft-5(dia)-eng.doc,DOC,Formfinder,Immigration and Asylum Tribunal,452,359,none detected,2880,9,0,0,1,0,Yes,0
1325,IAFT-5(DIA) Guide,A guide to completing IAFT5(DIA) appeal form,HMCTS,Guidance,English,12/2016,iaft-5(dia)-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,126,121,none detected,N/A,#VALUE!,0,0,1,0,No,0
581,IAFT-6,Appeal to the First-Tier Tribunal (Immigration and Asylum Chamber) against a decision of an Entry Clearance Officer (ECO),HMCTS,Form,English,11/2016,iaft-6-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,2416,2146,t495,2564,8,1,0,1,0,Yes,0
582,IAFT-6 Guide,A guide to completing IAFT-6 appeal form - Information on fee payment - Notice of appeal to the First-Tier Tribunal (Immigration and Asylum Chamber) overseas entry clearance,HMCTS,Guidance,English,11/2016,iaft-6-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,863,773,t495,N/A,#VALUE!,1,0,1,0,Yes,0
583,IAFT-7,Appeal to the First-Tier Tribunal (Immigration and Asylum Chamber) - Complete this form if your right of appeal can only be exercised after having left the United Kingdom or you have chosen to leave the United Kingdom before exercising your right of appeal,HMCTS,Form,English,11/2016,iaft-7-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,409,352,t495,3002,10,1,0,1,0,Yes,0
584,IAFT-7 Guide,A guide to completing IAFT-7 appeal form - Information on fee payment - Notice of appeal to the First-Tier Tribunal (Immigration and Asylum Chamber) overseas appeal against a decision made inside the UK,HMCTS,Guidance,English,11/2016,iaft-7-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,173,149,t495,N/A,#VALUE!,1,0,1,0,No,0
1326,IAUT1,Application for permission to appeal From First-Tier Tribunal,HMCTS,Form,English,07/2015,iaut1-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),1766,1597,none detected,999,4,0,0,1,0,Yes,1
585,IAUT1 Guide,A guide to completing IAUT-1 application form,HMCTS,Guidance,English,07/2015,iaut1-guide-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,303,281,iaut1,N/A,#VALUE!,1,0,0,0,No,1
1327,IAUT3,Application of renewal (UTIAC),HMCTS,Form,English,11/2013,iaut3-eng.doc,DOC,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),#N/A,#N/A,none detected,162,1,0,0,0,0,Yes,0
1328,IAUT3,Application of renewal (UTIAC),HMCTS,Form,English,11/2013,iaut3-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),358,214,none detected,153,1,0,0,0,0,Yes,0
1329,IS,Court forms list,HMCTS,Leaflet,English,04/2017,is-eng.xls,XLS,Formfinder,Bankruptcy and Insolvency,163,139,NULL,N/A,#VALUE!,0,0,0,0,No,0
586,JR1,"Judicial review claim form, England and Wales (Upper Tribunal - Administrative Appeals Chamber)",HMCTS,Form,English,03/2013,jr1-eng.doc,DOC,Formfinder,Administrative Appeals Chamber (Upper Tribunal),#N/A,#N/A,jrc1,1452,5,1,2,1,0,Yes,0
1330,JR1,"Judicial review claim form, England and Wales (Upper Tribunal - Tax & Chancery Chamber)",HMCTS,Form,English,11/2014,jr1-eng.pdf,PDF,Formfinder,Tax and Chancery Chamber (Upper Tribunal),105,86,none detected,694,3,0,2,1,0,Yes,1
381,JR1 Guidance,Claim Form JR1 - Notes for guidance (Upper Tribunal - Administrative Appeals Chamber),HMCTS,Guidance,English,10/2011,jr1-guidance-eng.doc,DOC,Formfinder,Administrative Appeals Chamber (Upper Tribunal),#N/A,#N/A,"c(""jr1"", ""jrc1"")",N/A,#VALUE!,2,0,0,0,Yes,0
587,JR1 Guidance,Claim Form JR1 - notes for guidance (Upper Tribunal - Tax & Chancery Chamber),HMCTS,Guidance,English,11/2014,jr1-guidance-eng.pdf,PDF,Formfinder,Tax and Chancery Chamber (Upper Tribunal),24,20,jr1,N/A,#VALUE!,1,0,0,0,Yes,1
1331,JR2,Judicial review acknowledgment of service form (Upper Tribunal - Administrative Appeals Chamber),HMCTS,Form,English,10/2011,jr2-eng.doc,DOC,Formfinder,Administrative Appeals Chamber (Upper Tribunal),#N/A,#N/A,none detected,789,3,0,0,0,0,Yes,0
1332,JR2,Judicial review acknowledgment of service form (Upper Tribunal - Tax & Chancery Chamber),HMCTS,Form,English,11/2014,jr2-eng.pdf,PDF,Formfinder,Tax and Chancery Chamber (Upper Tribunal),42,36,none detected,539,2,0,0,1,0,Yes,0
1333,JRC1,"Judicial review claim form - criminal injuries compensation cases, England and Wales",HMCTS,Form,English,03/2013,jrc1-eng.doc,DOC,Formfinder,Administrative Appeals Chamber (Upper Tribunal),#N/A,#N/A,none detected,938,3,0,1,1,0,Yes,0
1334,JRC1,"Judicial review claim form - criminal injuries compensation cases, England and Wales",HMCTS,Form,English,01/2012,jrc1-eng.pdf,PDF,Formfinder,Administrative Appeals Chamber (Upper Tribunal),55,41,none detected,785,3,0,1,1,0,Yes,0
382,JRC1 Notes,Information notes and guidance for completing claim form JRC1,HMCTS,Guidance,English,07/2012,jrc1-notes-eng.doc,DOC,Formfinder,Administrative Appeals Chamber (Upper Tribunal),30,22,"c(""jr1"", ""jrc1"")",N/A,#VALUE!,2,0,0,0,Yes,0
1335,Juror Charter,Juror Charter,HMCTS,Leaflet,English,08/2014,juror-charter-eng.pdf,PDF,Formfinder,Jury Service,81,80,none detected,N/A,#VALUE!,0,0,0,0,No,0
1336,Jury Summons Form,Jury summons form,HMCTS,Form,English,07/2014,jury-summons-form-eng.pdf,PDF,Formfinder,Jury Service,175,158,none detected,1763,6,0,0,1,0,No,0
1337,Jury Summons Guide,Guide to jury summons,HMCTS,Guidance,English,07/2017,jury-summons-guide-eng.pdf,PDF,Formfinder,Jury Service,61,54,none detected,N/A,#VALUE!,0,0,0,0,No,0
2229,345961,L17: statement of earnings,LAA,Form,English,NA,L7-_statement_of_earnings.pdf,PDF,GOV.UK,NA,4176,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2086,345728,CIV ADMIN1: claim for preservation/recovery under statutory charge,LAA,Form,English,NA,laa-civadmin1-version-12-august-2014.pdf,PDF,GOV.UK,NA,1068,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2093,345570,CIV APP8A: application for prior authority/change (cost limitation),LAA,Form,English,NA,laa-civapp8a-version-4-8-2014.pdf,PDF,GOV.UK,NA,684,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2113,346079,"CIV MEANS 1: financial assessment form, not passported",LAA,Form,English,NA,laa-civmeans1-version-17-8-2014.pdf,PDF,GOV.UK,NA,5436,NA,NULL,#N/A,#N/A,NA,NA,1,1,Yes,NA
2248,346217,"Mental health: CLR, enhanced rates and review of refusal",LAA,Form,English,NA,laa-cw1and2mh-version-10-8-2014.pdf,PDF,GOV.UK,NA,1404,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2156,346256,CW3: extension of upper cost limit in controlled work cases,LAA,Form,English,NA,laa-cw3-version-6-8-2014.pdf,PDF,GOV.UK,NA,408,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2222,346249,"CW2 (IMM) for representation, disbursement limit extension (CW3C), review of refusal (CW4): immigration forms",LAA,Form,English,NA,laa-cw4-version-10-8-2014.pdf,PDF,GOV.UK,NA,1248,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2249,346219,"Mental health: CLR, enhanced rates and review of refusal",LAA,Form,English,NA,laa-cwc-mental-health-version-4-8-2014.pdf,PDF,GOV.UK,NA,96,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2253,345586,"Notices: certificate, extension/amendment and withdrawal/revocation",LAA,Form,English,NA,laa-notice-of-extension-version-3-8-2014.pdf,PDF,GOV.UK,NA,600,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2252,345581,"Notices: certificate, extension/amendment and withdrawal/revocation",LAA,Form,English,NA,laa-notice-of-issue-version3-8-2014.pdf,PDF,GOV.UK,NA,3324,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2254,345588,"Notices: certificate, extension/amendment and withdrawal/revocation",LAA,Form,English,NA,laa-notice-of-withdrawal-version-3-8-2014.pdf,PDF,GOV.UK,NA,1032,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2232,604155,LAC1: committal form for directed Crown Court cases,LAA,Guidance,English,NA,lac1-guidance-v3.pdf,PDF,GOV.UK,NA,156,NA,NULL,N/A,#VALUE!,NA,NA,1,0,No,NA
2177,421694,Family Graduated Fee and Family Advocacy claim forms,LAA,Guidance,English,NA,lc5-laa-assessed-claim5-fgf-checklist.pdf,PDF,GOV.UK,NA,264,NA,NULL,N/A,#VALUE!,NA,NA,1,0,Yes,NA
2179,421695,Family Graduated Fee and Family Advocacy claim forms,LAA,Other,English,NA,lc5a-laa-assessed-claim5-fas-checklist.pdf,PDF,GOV.UK,NA,576,NA,NULL,N/A,#VALUE!,NA,NA,1,0,Yes,NA
267,Leasehold 1,Application for a determination as to liability to pay an administration charge or for the variation of a fixed administration charge,HMCTS,Form,English,04/2017,leasehold-1-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),255,224,"c(""ex160"", ""cb1"", ""ex160a"")",3297,10,3,0,1,0,Yes,1
180,Leasehold 10,Application for determination of the terms of acquisition remaining in dispute. Flats and premises (Collective enfranchisement),HMCTS,Form,English,01/2017,leasehold-10-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),224,188,"c(""ex160"", ""cb1"", ""leasehold 8"", ""ex160a"")",2853,9,4,0,1,0,Yes,1
181,Leasehold 11,Application for determination of premium or other terms of acquisition remaining in dispute. Flats and premises (Lease renewal),HMCTS,Form,English,01/2017,leasehold-11-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),858,698,"c(""ex160"", ""cb1"", ""leasehold 8"", ""ex160a"")",3162,10,4,0,1,0,Yes,1
268,Leasehold 12,Application for determination of price payable. houses and premises (Leasehold enfranchisement),HMCTS,Form,English,01/2017,leasehold-12-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),206,169,"c(""ex160"", ""cb1"", ""ex160a"")",3593,11,3,0,1,0,Yes,1
588,Leasehold 13,"Applications for determination of price payable, provisions in the conveyance, apportionment of rent and determination of sub-tenant's share. Houses and premises - Leasehold enfranchisement (Missing landlord)",HMCTS,Form,English,01/2017,leasehold-13-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),47,43,cb1,2918,9,1,0,1,0,Yes,1
589,Leasehold 14,Application for a Reasonable Costs Order,HMCTS,Form,English,01/2017,leasehold-14-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),185,165,cb1,3075,10,1,0,1,0,Yes,1
590,Leasehold 15,Application form: Flats and premises collective enfranchisement (Missing landlord),HMCTS,Form,English,01/2017,leasehold-15-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),34,30,cb1,2118,7,1,0,1,0,Yes,1
591,Leasehold 1a,Application for an order under paragraph 5A to schedule 11 of the Commonhold and Leasehold Reform Act 2002,HMCTS,Form,English,04/2017,leasehold-1a-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),64,57,cb1,2005,7,1,0,1,0,Yes,1
182,Leasehold 2,Application by a tenant for the appointment of a manager or for the variation or discharge of an order appointing a manager,HMCTS,Form,English,01/2017,leasehold-2-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),150,123,"c(""ex160"", ""cb1"", ""leasehold 7"", ""ex160a"")",3172,10,4,0,1,0,Yes,1
269,Leasehold 3,Application for a determination of liability to pay and reasonableness of service charges,HMCTS,Form,English,04/2017,leasehold-3-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),992,835,"c(""ex160"", ""cb1"", ""ex160a"")",3349,11,3,0,1,0,Yes,1
183,Leasehold 4,Application for the variation of a lease or leases,HMCTS,Form,English,01/2017,leasehold-4-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),234,202,"c(""ex160"", ""cb1"", ""leasehold 7"", ""ex160a"")",2886,9,4,0,1,0,Yes,1
270,Leasehold 5,Application for the dispensation of all or any of the consultation requirements provided for by Section 20 of the Landlord and Tenant Act 1985,HMCTS,Form,English,01/2017,leasehold-5-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),334,277,"c(""ex160"", ""cb1"", ""ex160a"")",2817,9,3,0,1,0,No,1
184,Leasehold 6,Application for an order that a breach of covenant or a condition in the lease has occurred,HMCTS,Form,English,01/2017,leasehold-6-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),400,329,"c(""ex160"", ""cb1"", ""leasehold 1"", ""ex160a"")",2465,8,4,0,1,0,Yes,1
592,Leasehold 7,Application for an order under Section 20C of the Landlord and Tenant Act 1985,HMCTS,Form,English,01/2017,leasehold-7-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),201,172,cb1,2082,7,1,0,1,0,Yes,1
593,Leasehold 8,"Application for determination of reasonable costs - Flats and Premises (Section 91(2)(d) of the Leasehold Reform, Housing and Urban Development Act 1993)",HMCTS,Form,English,01/2017,leasehold-8-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),311,266,cb1,2398,8,1,0,1,0,Yes,1
594,Leasehold 9,Application form: Flats and premises leasehold enfranchisement (Missing landlord lease terms and/or premium),HMCTS,Form,English,01/2017,leasehold-9-eng.doc,DOC,Formfinder,Residential Property (First-tier Tribunal),201,179,cb1,2144,7,1,0,1,0,Yes,1
2035,612165,Request leave for restricted patients,HMPPS,Form,English,NA,leave-application-restricted-patients1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,GOV.UK,NA,0,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2134,375177,CRM14: criminal legal aid application form,LAA,Form,English,NA,legal-ad-crm15.pdf,PDF,GOV.UK,NA,11028,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2046,345761,AF2: advocate graduated fee redetermination form,LAA,Form,English,NA,legal-aid-advocate-fee-redetermination.pdf,PDF,GOV.UK,NA,972,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2044,345759,AF1: claim for advocate graduated fees,LAA,Guidance,English,NA,legal-aid-af1-checklist.pdf,PDF,GOV.UK,NA,564,NA,NULL,N/A,#VALUE!,NA,NA,1,0,Yes,NA
2045,345760,AF1: claim for advocate graduated fees,LAA,Guidance,English,NA,legal-aid-af1-guidance.pdf,PDF,GOV.UK,NA,744,NA,NULL,N/A,#VALUE!,NA,NA,1,0,Yes,NA
2237,454837,Legal aid: exceptional case funding form and guidance,LAA,Guidance,English,NA,legal-aid-chancellor-inquests.pdf,PDF,GOV.UK,NA,1320,NA,NULL,N/A,#VALUE!,NA,NA,0,0,No,NA
2238,477317,Legal aid: exceptional case funding form and guidance,LAA,Guidance,English,NA,legal-aid-chancellor-non-inquests.pdf,PDF,GOV.UK,NA,1932,NA,NULL,N/A,#VALUE!,NA,NA,0,0,No,NA
2096,345557,CIV APP8: application for amendment/prior authority (civil),LAA,Guidance,English,NA,legal-aid-civ-app-8-guidance.pdf,PDF,GOV.UK,NA,684,NA,NULL,N/A,#VALUE!,NA,NA,1,0,No,NA
2094,345573,CIV APP8A: application for prior authority/change (cost limitation),LAA,Guidance,English,NA,legal-aid-civ-app-8a-guidance.pdf,PDF,GOV.UK,NA,288,NA,NULL,N/A,#VALUE!,NA,NA,1,0,Yes,NA
2115,346080,"CIV MEANS 1: financial assessment form, not passported",LAA,Guidance,English,NA,legal-aid-civ-means-1-guidance-2014__1_.pdf,PDF,GOV.UK,NA,1008,NA,NULL,N/A,#VALUE!,NA,NA,1,0,Yes,NA
2110,397072,CIV MEANS 1A: self-employed sole trader,LAA,Form,English,NA,legal-aid-civ-means-1a.pdf,PDF,GOV.UK,NA,936,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2111,397080,CIV MEANS 1B: trading in a self-employed partnership,LAA,Form,English,NA,legal-aid-civ-means-1b.pdf,PDF,GOV.UK,NA,168,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2112,397082,CIV MEANS 1C: company director or a shareholder in a limited company,LAA,Form,English,NA,legal-aid-civ-means-1c.pdf,PDF,GOV.UK,NA,444,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2114,346084,"CIV MEANS 1: financial assessment form, not passported",LAA,Form,English,NA,legal-aid-civ-means-1P.pdf,PDF,GOV.UK,NA,828,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2175,345692,Family Graduated Fee and Family Advocacy claim forms,LAA,Guidance,English,NA,legal-aid-civil-claim5-checklist.pdf,PDF,GOV.UK,NA,288,NA,NULL,N/A,#VALUE!,NA,NA,0,0,No,NA
2155,346200,CW1 PL: family help (lower) public law,LAA,Form,English,NA,legal-aid-controlled-work-1-public-law.pdf,PDF,GOV.UK,NA,5304,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2154,346196,CW1: financial eligibility for legal aid clients,LAA,Form,English,NA,legal-aid-controlled-work-1.pdf,PDF,GOV.UK,NA,18372,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2221,346246,"CW2 (IMM) for representation, disbursement limit extension (CW3C), review of refusal (CW4): immigration forms",LAA,Form,English,NA,legal-aid-controlled-work-2-immigration.pdf,PDF,GOV.UK,NA,5088,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2163,346272,CW5: financial eligibility form for clients wanting family mediation,LAA,Form,English,NA,legal-aid-controlled-work-5.pdf,PDF,GOV.UK,NA,864,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2250,346223,"Mental health: CLR, enhanced rates and review of refusal",LAA,Form,English,NA,legal-aid-controlled-work-mental-health-review.pdf,PDF,GOV.UK,NA,132,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2172,345697,Family Graduated Fee and Family Advocacy claim forms,LAA,Form,English,NA,legal-aid-counsel-family-claims-receipt-form.doc,DOC,GOV.UK,NA,156,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
2133,302306,CRM14: criminal legal aid application form,LAA,Form,English,NA,legal-aid-CRM1.pdf,PDF,GOV.UK,NA,5412,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
2140,345849,CRM10: apply for review of refusal or withdrawal of Advocacy Assistance,LAA,Form,English,NA,legal-aid-CRM10.pdf,PDF,GOV.UK,NA,240,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2141,346432,CRM11: generic costs claim sheet,LAA,Form,English,NA,legal-aid-crm11-cost-summary.pdf,PDF,GOV.UK,NA,2376,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
2135,375178,CRM14: criminal legal aid application form,LAA,Form,English,NA,legal-aid-crm15c.pdf,PDF,GOV.UK,NA,2304,NA,NULL,#N/A,#N/A,NA,NA,0,0,No,NA
2144,345743,CRM16: review on the grounds of hardship,LAA,Guidance,English,NA,legal-aid-crm16-guidance.pdf,PDF,GOV.UK,NA,2412,NA,NULL,N/A,#VALUE!,NA,NA,1,0,No,NA
2143,375181,CRM16: review on the grounds of hardship,LAA,Form,English,NA,legal-aid-crm16.pdf,PDF,GOV.UK,NA,5448,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2146,345811,CRM18: escape fee case claim form (crime),LAA,Form,English,NA,legal-aid-crm18-escape-fee-claim.pdf,PDF,GOV.UK,NA,708,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
2147,345813,CRM18: escape fee case claim form (crime),LAA,Guidance,English,NA,legal-aid-crm18a-guidance.pdf,PDF,GOV.UK,NA,348,NA,NULL,N/A,#VALUE!,NA,NA,1,0,No,NA
2150,345845,CRM3: apply for advocacy assistance,LAA,Form,English,NA,legal-aid-CRM3.pdf,PDF,GOV.UK,NA,2784,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2153,346635,CRM8: assigned counsel's fee note,LAA,Form,English,NA,legal-aid-crm8-assigned-counsel.pdf,PDF,GOV.UK,NA,684,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2136,375272,CRM14: criminal legal aid application form,LAA,Form,English,NA,legal-aid-declaration-criminal-online.pdf,PDF,GOV.UK,NA,9984,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2091,345515,CIV APP3: application for legal aid in family proceedings,LAA,Guidance,English,NA,legal-aid-evidence-for-private-family-law-matters.pdf,PDF,GOV.UK,NA,3696,NA,NULL,N/A,#VALUE!,NA,NA,0,1,No,NA
2176,345693,Family Graduated Fee and Family Advocacy claim forms,LAA,Guidance,English,NA,legal-aid-ex504.pdf,PDF,GOV.UK,NA,504,NA,NULL,N/A,#VALUE!,NA,NA,1,0,No,NA
