Unique Form ID (MOJ DIGITAL),Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Word Count,Approximate number of pages,Count of references,Number of times that this form is referenced within other forms,Signature,Payment,Attachment,Owner,Processor,End User,Multiple Users on same form,Fields,Internal Logic,Dependencies
1986,TALD721,Response to an Application for an Order under the Land Drainage Act 1991,HMCTS,Form,English,02/2015,tald721-eng.doc,DOC,Formfinder,Agricultural Lands and Drainage,8,5,none,948,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
711,T480,Judicial review claim form,HMCTS,Form,English,08/2016,t480-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),3738,3371,t483,947,3,1,2,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
518,D50D,Cais i newid cytundeb cynhaliaeth yn dilyn marwolaeth un o'r partion dan adran 36 Deddf Achosion Priodasol 1973/paragraff 73 Atodlen 5 Deddf Partneriaeth Sifil 2004 / Application for alteration of maintenance agreement after the death of one of the parties under section 36 of the Matrimonial Causes Act 1973/paragraph 73 to Schedule 5 to the Civil Partnership Act 2004,HMCTS,Form,Welsh,04/2012,d50d-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,#N/A,#N/A,form-a1,946,3,1,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
728,TALG921,Response to Notice of Application on Form TALG911.  For use where there is no other dedicated form,HMCTS,Form,English,02/2015,talg921-eng.doc,DOC,Formfinder,Agricultural Lands and Drainage,1,1,talg911,944,3,1,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
418,N380,Cais am orchymyn arwystlo ar warannau (RhTS Rhan 73),HMCTS,Form,Welsh,04/2016,n380-cym.pdf,PDF,Formfinder,Llys Sirol,#N/A,#N/A,"ex325, ex160",943,3,2,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1333,JRC1,"Judicial review claim form - criminal injuries compensation cases, England and Wales",HMCTS,Form,English,03/2013,jrc1-eng.doc,DOC,Formfinder,Administrative Appeals Chamber (Upper Tribunal),#N/A,#N/A,none,938,3,0,1,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
295,PLO3,Draft case management order,HMCTS,Form,English,04/2008,plo3-eng.doc,DOC,Formfinder,Children Act,69,61,"c23, c22, c49",937,3,3,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
365,FE7,Cais am orchymyn arwystlo ar warannau,HMCTS,Form,Welsh,04/2017,fe7-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"ex325, ex160",933,3,2,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1481,N245,Cais i ohirio gwarant a / neu i amrywio gorchymyn / Application for suspension of a warrant and / or variation of an order,HMCTS,Form,Welsh,06/2016,n245-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,929,3,0,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
479,C5,Cais yn ymwneud a chofrestriad gwarchodwr plant neu ddarparwr gofal dydd / Application concerning the registration of a child-minder or provider of day-care,HMCTS,Form,Welsh,04/2011,c5-bil.pdf,PDF,Formfinder,Children Act,#N/A,#N/A,cb1,928,3,1,2,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
725,TAHB521,Response to Application for Certificate of Bad Husbandry,HMCTS,Form,English,02/2015,tahb521-eng.doc,DOC,Formfinder,Agricultural Lands and Drainage,5,4,tahb511,924,3,1,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
277,N380,Application for Charging Order on Securities (CPR Part 73),HMCTS,Form,English,04/2016,n380-eng.pdf,PDF,Formfinder,County Court,98,92,"fee-account, ex325, ex160",919,3,3,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1857,T003,Notice of Appeal / Application for review,HMCTS,Form,English,04/2012,t003-eng.pdf,PDF,Formfinder,Charity Tribunal,64,57,none,919,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
712,T480,Adolygiad Barnwrol - Ffurflen Hawlio,HMCTS,Form,Welsh,06/2016,t480-cym.pdf,PDF,Formfinder,Siambr Mewnfudo a Lloches (Uwch Dribiwnlys),1,1,t483,917,3,1,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1285,Form P1,Pension sharing annex under [section 24B of the Matrimonial Causes Act 1973] [paragraph 15 of Schedule 5 to the Civil Partnership Act 2004],HMCTS,Form,English,04/2016,form-p1-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,871,805,none,913,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1795,POAC1,Notice of Appeal to the Proscribed Organisations Appeals Commission (POAC),HMCTS,Form,English,07/2014,poac1-eng.pdf,PDF,Formfinder,Proscribed Organisations Appeal Commission,2,2,none,910,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
803,A55,Application for permission to change a child's surname (Section 28 Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a55-eng.pdf,PDF,Formfinder,Adoption,57,53,none,904,3,0,1,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
806,A56,Application for permission to remove a child from the United Kingdom (Section 28 Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a56-eng.pdf,PDF,Formfinder,Adoption,36,32,none,903,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1951,T467,Statutory declaration for single Applicants,HMCTS,Form,English,10/2014,t467-eng.pdf,PDF,Formfinder,Gender Recognition Panel,645,604,none,902,3,0,6,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
246,FE7,Application for charging Order on securities,HMCTS,Form,English,04/2017,fe7-eng.pdf,PDF,Formfinder,Family,11,11,"fee-account, ex325, ex160",901,3,3,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
224,COP1E,Annex E - Supporting information for an application by existing deputy or attorney,HMCTS,Form,English,07/2015,cop1e-eng.pdf,PDF,Formfinder,Court of Protection,1047,952,"cop24, cop1, cop-gn3",900,3,3,2,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
2053,345852,Apply for judicial apportionment of costs,LAA,Form,English,NA,legal-aid-judicial-apportionment.pdf,PDF,GOV.UK,NA,588,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2087,348642,CIV ADMIN 2: client's change of details,LAA,Form,English,NA,civadmin2-version-5-april-2013.pdf,PDF,GOV.UK,NA,312,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2212,386832,Give evidence of domestic violence assessments: social services departments,LAA,Form,English,NA,social-services-agency.doc,DOC,GOV.UK,NA,1572,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2251,386763,Multi-agency Risk Assessment Conference (MARAC) protection plans: requests for evidence,LAA,Form,English,NA,marac-agency.doc,DOC,GOV.UK,NA,600,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2272,326079,Authorise the cremation of a dead person,MOJ,Form,English,NA,cr10.pdf,PDF,GOV.UK,NA,648,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2273,326123,Authorise the cremation of a stillborn child,MOJ,Form,English,NA,cr13.pdf,PDF,GOV.UK,NA,204,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2274,326112,Authorise the cremation of body parts,MOJ,Form,English,NA,cr12.pdf,PDF,GOV.UK,NA,192,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2276,326029,Certify an anatomical examination,MOJ,Form,English,NA,cr7.pdf,PDF,GOV.UK,NA,240,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2277,326064,Certify a stillbirth,MOJ,Form,English,NA,cr9.pdf,PDF,GOV.UK,NA,240,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2303,426532,Court funds: payment request,MOJ,Form,English,NA,cfo-p.pdf,PDF,GOV.UK,NA,2244,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2306,426533,Court funds: regular payment request,MOJ,Form,English,NA,cfo-r.pdf,PDF,GOV.UK,NA,492,NA,NA,#N/A,#N/A,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1122,D50J,Cais am orchymyn yn atal osgoi dan adran 32L Deddf Cynnal Plant 1991 / Application for an order preventing avoidance under section 32L of the Child Support Act 1991,HMCTS,Form,Welsh,04/2011,d50j-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,#N/A,#N/A,none,899,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
2016,UT9,Cais am ganiatad I apelio a rhybudd o apel yn sgil penderfyniadau Tribiwnlys Anghenion Addysgol Arbennig Cymru,HMCTS,Form,Welsh,04/2009,ut9-cym.pdf,PDF,Formfinder,Siambr Apeliadau Gweinyddol (Uwch Dribiwnlys),#N/A,#N/A,none,895,3,0,1,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1124,D50K,Hysbysiad o gais am Orfodaeth drwy ddull gorfodi a ystyrir yn briodol gan y llys Rheolau Trefniadaeth Teulu 2010 Rheol 33.3(2)(b) / Notice of Application for Enforcement by such method of enforcement as the court may consider appropriate Family Procedure Rules 2010 Rule 33.3(2)(b),HMCTS,Form,Welsh,06/2016,d50k-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,#N/A,#N/A,none,894,3,0,2,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1279,Form E1,Financial statement for a financial remedy (other than a financial order or financial relief after an overseas divorce or dissolution etc) in the county or High Court,HMCTS,Form,English,11/2014,form-e1-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,1071,945,none,891,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1851,SEND7,Request for change,HMCTS,Form,English,11/2016,send7-eng.pdf,PDF,Formfinder,Special Educational Needs and Disability Tribunal,1403,1263,none,891,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
767,UT9,Application for permission to appeal to an Upper Tribunal judge and notice of appeal form against decisions of the Special Educational Needs Tribunal Wales,HMCTS,Form,English,04/2009,ut9-eng.pdf,PDF,Formfinder,Administrative Appeals Chamber (Upper Tribunal),14,13,form-h,887,3,1,1,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1284,Form P,Pension Inquiry Form information needed when a Pension Sharing Order or Pension Attachment Order may be made,HMCTS,Form,English,04/2011,form-p-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,440,417,none,886,3,0,1,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1743,PF244,Hysbysiad cais (Rhan 23) yn rhestr llys Gweinyddol Adran Mainc y Frenhines yr Uchel lys Cyfiawnder / Application Notice (Part 23) in the High Court of Justice Queen's Bench Division Administrative Court list,HMCTS,Form,Welsh,05/2009,pf244-bil.doc,DOC,Formfinder,Administrative Court,#N/A,#N/A,none,876,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
342,COP20A,Certificate of Notification / Non-Notification of the person to whom the proceedings relate,HMCTS,Form,English,07/2015,cop20a-eng.pdf,PDF,Formfinder,Court of Protection,3718,3368,"cop20b, cop5",874,3,2,8,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1929,T381,Notice of Objection to a Restrictive Covenant Application,HMCTS,Form,English,10/2014,t381-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),98,81,none,871,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1053,COP44A,Apply for help with Court of Protection fees,HMCTS,Form,English,02/2016,cop44a-eng.pdf,PDF,Formfinder,Fees and Help with Fees,5089,4696,none,870,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1983,T96,Application for permission to appeal to the Upper Tribunal.  First-tier Tribunal (General Regulatory Chamber),HMCTS,Form,English,07/2012,t96-eng.doc,DOC,Formfinder,General Regulatory Chamber (First-tier Tribunal),208,160,none,868,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1361,MC100,Gwnewch yn siwr y gallwch dalu eich dirwy,HMCTS,Form,Welsh,12/2013,mc100-cym.pdf,PDF,Formfinder,Llys Ynadon,#N/A,#N/A,none,864,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1135,D80A,Datganiad i gefnogi ysgariad/ymwahaniad (cyfreithiol) - godineb / Statement in support of divorce/(judicial) separation - adultery,HMCTS,Form,Welsh,04/2014,d80a-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,#N/A,#N/A,none,863,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
77,D197,Mae gen i orchymyn amodol,HMCTS,Form,Welsh,08/2007,d197-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,#N/A,#N/A,"ex160a, ex50, d195, d36, d529, d537, d566",859,3,7,1,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1953,T469,Statutory declaration for the spouse of an applicant for gender recognition,HMCTS,Form,English,10/2014,t469-eng.pdf,PDF,Formfinder,Gender Recognition Panel,67,62,none,855,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
821,A64A,Cais i dderbyn gwybodaeth o gofnodion y llys am orchymyn rhieni / Application to receive information from court records about a parental order,HMCTS,Form,Welsh,04/2010,a64a-bil.pdf,PDF,Formfinder,Adoption,#N/A,#N/A,none,845,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1385,N119,Manylion hawliad i feddiannu (adeilad preswyl ar rent) / Particulars of claim for possession (Rented residential premises),HMCTS,Form,Welsh,08/2005,n119-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,845,3,0,1,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1393,N11R,Defence form,HMCTS,Form,English,04/2006,n11r-eng.pdf,PDF,Formfinder,County Court,1891,1522,none,844,3,0,1,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
762,UT7,Application / appeal form for the Secretary of State for war pensions and armed forces compensation cases,HMCTS,Form,English,10/2011,ut7-eng.doc,DOC,Formfinder,Administrative Appeals Chamber (Upper Tribunal),#N/A,#N/A,ut6,839,3,1,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
784,A105,Consent to the making of an order under Section 84 of the Adoption and Children Act 2002,HMCTS,Form,English,04/2013,a105-eng.pdf,PDF,Formfinder,Family,37,33,none,837,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1112,D50B,Cais dan adran 17 Deddf Eiddo Gwragedd Priod 1882/adran 66 Deddf Partneriaeth Sifil 2004 / Cais i drosglwyddo tenantiaeth dan Ddeddf Cyfraith Teulu 1996 / Application under section 17 of The Married Women's Property Act 1882/section 66 of the Civil Partnership Act 2004/Application to transfer a tenancy under The Family Law Act 1996,HMCTS,Form,Welsh,04/2012,d50b-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,#N/A,#N/A,none,837,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1288,Form P2,Pension Attachment Annex Under [section 25B or 25C of the Matrimonial Causes Act 1973] [paragraph 25 or 26 of Schedule 5 to the Civil Partnership Act 2004],HMCTS,Form,English,04/2014,form-p2-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,140,119,none,837,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2002,UT2,"Application / appeal form for the Secretary of State, HM Revenue and Customs and local authorities for social security, child support, tax credits and housing benefit and council tax benefit cases",HMCTS,Form,English,07/2012,ut2-eng.pdf,PDF,Formfinder,Administrative Appeals Chamber (Upper Tribunal),211,150,none,836,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1143,D80E,Datganiad i gefnogi ysgariad/diddymiad/ymwahaniad (cyfreithiol) - ymwahaniad 5 mlynedd / Statement in support of divorce/dissolution/(judicial) separation - 5 years' separation,HMCTS,Form,Welsh,04/2014,d80e-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,#N/A,#N/A,none,830,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
936,CH10,Order for an injunction (intended action),HMCTS,Form,English,02/2016,ch10-eng.doc,DOC,Formfinder,Chancery,195,167,none,823,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1479,N242A,Hysbysiad o gynnig i setlo (Adran 1 - Rhan 36) / Notice of offer to settle (Section 1 - Part 36),HMCTS,Form,Welsh,08/2011,n242a-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,822,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1316,HQ1,Hearing questionnaire 1 - To the patient's representative and to the responsible authority,HMCTS,Form,English,03/2016,hq1-eng.doc,DOC,Formfinder,Mental Health Tribunal,946,770,none,821,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
2322,537216,Apply for help with court and tribunal fees,HMCTS,Form,English,NA,ex160-eng.pdf,PDF,GOV.UK,NA,45000,NA,NA,814,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
1185,EX160,Apply for help with fees,HMCTS,Form,English,07/2017,ex160-eng.pdf,PDF,Formfinder,Fees and Help with Fees,21723,18547,none,814,3,0,95,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1786,PL2,"Claim notification form (PL2): Low value personal injury claims in public liability accidents (£1,000 - £25,000). Defendant only",HMCTS,Form,English,04/2013,pl2-eng.pdf,PDF,Formfinder,Road Traffic Act Personal Injury,28,26,none,811,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
786,A107,Consent by the child's parent to adoption by their partner. The Adoption and Children Act 2002,HMCTS,Form,English,04/2013,a107-eng.pdf,PDF,Formfinder,Adoption,86,77,none,810,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1160,EL2,"Claim notification form (EL2): Low value personal injury claims in employers' liability - accident only (£1,000 - £25,000). Defendant only",HMCTS,Form,English,04/2013,el2-eng.pdf,PDF,Formfinder,Road Traffic Act Personal Injury,22,20,none,808,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1132,D70,Application for declaration of marital/civil partnership status,HMCTS,Form,English,04/2014,d70-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,179,157,none,805,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
925,C78,Application for attachment of a warning notice to a child arrangements order,HMCTS,Form,English,01/2016,c78-eng.pdf,PDF,Formfinder,Children Act,556,519,none,801,3,0,3,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1792,PLO8,Standard directions on issue,HMCTS,Form,English,04/2010,plo8-eng.doc,DOC,Formfinder,Children Act,51,47,none,800,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1424,N170,Listing questionnaire (Pre-trial checklist),HMCTS,Form,English,05/2014,n170-eng.pdf,PDF,Formfinder,County Court,5412,4841,none,797,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
223,COP1D,Annex D - Supporting information for applications to appoint or discharge a trustee,HMCTS,Form,English,07/2015,cop1d-eng.pdf,PDF,Formfinder,Court of Protection,957,868,"cop24, cop12, cop1",793,3,3,2,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1183,EX141,Record of evidence (Officer of a company),HMCTS,Form,English,04/2003,ex141-eng.pdf,PDF,Formfinder,County Court,160,151,none,792,3,0,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1444,N208PC,Planning statutory review claim form,HMCTS,Form,English,02/2017,n208pc-eng.pdf,PDF,Formfinder,Planning Court,287,266,none,792,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
375,FP162,Hysbysiad atebydd.,HMCTS,Form,Welsh,10/2016,fp162-cym.pdf,PDF,Formfinder,Teulu,#N/A,#N/A,"fp244, fp162a",791,3,2,4,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
629,N316A,Cais am orchymyn i swyddog cwmni'r dyledwr ddod i'r llys ar gyfer ei holi / Application for order that officer of the debtor company attend court for questioning,HMCTS,Form,Welsh,03/2002,n316a-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,ex141,790,3,1,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1331,JR2,Judicial review acknowledgment of service form (Upper Tribunal - Administrative Appeals Chamber),HMCTS,Form,English,10/2011,jr2-eng.doc,DOC,Formfinder,Administrative Appeals Chamber (Upper Tribunal),#N/A,#N/A,none,789,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1162,ELD2,"Claim notification form (ELD2): Low value personal injury claims in employers' liability - disease (£1,000 - £25,000). Defendant only",HMCTS,Form,English,04/2013,eld2-eng.pdf,PDF,Formfinder,Road Traffic Act Personal Injury,3,3,none,788,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
612,N182,Mediation settlement agreement,HMCTS,Form,English,04/2014,n182-eng.doc,DOC,Formfinder,County Court,72,56,n244,787,3,1,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1334,JRC1,"Judicial review claim form - criminal injuries compensation cases, England and Wales",HMCTS,Form,English,01/2012,jrc1-eng.pdf,PDF,Formfinder,Administrative Appeals Chamber (Upper Tribunal),55,41,none,785,3,0,1,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
100,COP10,Application notice for applications to be joined as a party,HMCTS,Form,English,07/2015,cop10-eng.pdf,PDF,Formfinder,Court of Protection,598,520,"cop44, cop24, cop15, cop9, cop5, cop1",783,3,6,5,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1001,Comp 8,Administration application,HMCTS,Form,English,04/2017,comp-8-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,233,199,none,781,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1553,N39,Order to attend court for questioning,HMCTS,Form,English,03/2002,n39-eng.pdf,PDF,Formfinder,County Court,197,170,none,776,3,0,2,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
464,A57,Cais am orchymyn dychwelyd plentyn (Adran 41 Deddf Mabwysiadu a Phlant 2002) / Application for a recovery order (Section 41 Adoption and Children Act 2002),HMCTS,Form,Welsh,11/2016,a57-bil.pdf,PDF,Formfinder,Adoption,#N/A,#N/A,a65,771,3,1,1,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
801,A54,Cais i amrywio neu ddiddymu gorchymyn cyswllt (Adran 27(1)(b) Deddf Mabwysiadu a Phlant 2002) / Application for variation or revocation of a contact order (Section 27(1)(b) Adoption and Children Act 2002),HMCTS,Form,Welsh,11/2016,a54-bil.pdf,PDF,Formfinder,Adoption,#N/A,#N/A,none,769,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
374,FP162,Respondent's notice (For use in appeals in the Family Division of the High Court),HMCTS,Form,English,10/2016,fp162-eng.pdf,PDF,Formfinder,Family,47,42,"fp244, fp162a",768,3,2,4,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
346,COP8,Cais yn ymwneud a chofrestru atwrneiaeth barhaus (EPA),HMCTS,Form,Welsh,12/2013,cop8-cym.pdf,PDF,Formfinder,Llys Gwarchod,#N/A,#N/A,"cop24, ep1pg",766,3,2,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1110,D50A,Rhybudd o achos a chydnabyddiad cyflwyno dan adran 17 Deddf Eiddo Gwragedd Priod 1882/adran 66 Deddf Partneriaeth Sifil 2004 / Notice of proceedings and acknowledgement of service under section 17 of the Married Women's Property Act 1882/section 66 of the Civil Partnership Act 2004,HMCTS,Form,Welsh,04/2012,d50a-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,#N/A,#N/A,none,765,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1310,FTC3,Reference notice (Financial Services),HMCTS,Form,English,11/2014,ftc3-eng.pdf,PDF,Formfinder,Tax and Chancery Chamber (Upper Tribunal),62,56,none,765,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1229,FE15,Cais am orchymyn Atafaelu Enillion / Request for Attachment of Earnings Order,HMCTS,Form,Welsh,04/2017,fe15-bil.pdf,PDF,Formfinder,Family,#N/A,#N/A,none,762,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
636,N461,Judicial review claim form (Administrative Court),HMCTS,Form,English,02/2017,n461-eng.pdf,PDF,Formfinder,Administrative Court,2092,1870,n463,761,3,1,3,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
995,Comp 1,Winding-up petition,HMCTS,Form,English,04/2017,comp-1-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,3043,2604,none,760,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
1790,PLO5,Directions and allocation on issue of proceedings,HMCTS,Form,English,04/2008,plo5-eng.pdf,PDF,Formfinder,Children Act,30,29,none,759,3,0,0,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
380,Ground Rules Hearing Form (Multiple defendants),Defence Ground Rules Hearing Form - multiple-defendants (Section 28),HMCTS,Form,English,11/2014,ground-rules-hearing-form-(multiple-defendants)-eng.doc,DOC,Formfinder,Criminal Case Management,12,11,"pcmh, ground-rules-hearing-form",757,3,2,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
572,Ground Rules Hearing Form,Defence Ground Rules Hearing Form (Section 28),HMCTS,Form,English,10/2014,ground-rules-hearing-form-eng.doc,DOC,Formfinder,Criminal Case Management,133,107,pcmh,757,3,1,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1871,T113,Case management request form,HMCTS,Form,English,08/2014,t113-eng.doc,DOC,Formfinder,Mental Health Tribunal,1127,875,none,755,3,0,0,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA
1532,N322A,Cais i orfodi dyfarniad / Application to enforce an award,HMCTS,Form,Welsh,07/2009,n322a-bil.pdf,PDF,Formfinder,County Court,#N/A,#N/A,none,754,3,0,2,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA
